"SECTOR","STATE","STATE_FIPS","COUNTY","COUNTY_FIPS","POLLUTANT","POLLUTANT TYPE","EMISSIONS","UNIT OF MEASURE"
"Fuel Comb - Electric Generation - Other","MA","25","Bristol","005","Ammonia","CAP","2.5554","TON"
"Fuel Comb - Electric Generation - Natural Gas","MA","25","Suffolk","025","Elemental Carbon portion of PM2.5-PRI","","2.5519333788","TON"
"Mobile - Locomotives","MA","25","Franklin","011","PM2.5 Primary (Filt + Cond)","CAP","2.5428","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Bristol","005","Organic Carbon portion of PM2.5-PRI","","2.5398989081","TON"
"Fuel Comb - Residential - Other","MA","25","Worcester","027","Volatile Organic Compounds","CAP","2.53974","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Essex","009","Carbon Monoxide","CAP","2.53791","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Essex","009","Sulfur Dioxide","CAP","2.52720902","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Essex","009","Sulfur Dioxide","CAP","2.52435133833900000000113363","TON"
"Fires - Wildfires","MA","25","Bristol","005","Methane","GHG","2.521118","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Hampden","013","Ammonia","CAP","2.51821171","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Barnstable","001","PM10 Primary (Filt + Cond)","CAP","2.51462213","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Barnstable","001","PM2.5 Primary (Filt + Cond)","CAP","2.51462213","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","MA","25","Plymouth","023","Ammonia","CAP","2.51085","TON"
"Miscellaneous Non-Industrial NEC","MA","25","Suffolk","025","Elemental Carbon portion of PM2.5-PRI","","2.5032099309","TON"
"Mobile - Aircraft","MA","25","Franklin","011","Elemental Carbon portion of PM2.5-PRI","","2.5024212141632","TON"
"Industrial Processes - NEC","MA","25","Hampden","013","Organic Carbon portion of PM2.5-PRI","","2.501908484212","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Plymouth","023","PM10 Primary (Filt + Cond)","CAP","2.487958","TON"
"Mobile - Locomotives","MA","25","Bristol","005","Elemental Carbon portion of PM2.5-PRI","","2.473438912","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","MA","25","Plymouth","023","PM2.5 Primary (Filt + Cond)","CAP","2.469844","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Essex","009","Ammonia","CAP","2.46521","TON"
"Fuel Comb - Residential - Other","MA","25","Suffolk","025","Volatile Organic Compounds","CAP","2.45652","TON"
"Industrial Processes - Chemical Manuf","MA","25","Berkshire","003","PM2.5 Primary (Filt + Cond)","CAP","2.42552","TON"
"Industrial Processes - Chemical Manuf","MA","25","Berkshire","003","PM10 Primary (Filt + Cond)","CAP","2.42552","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Franklin","011","Organic Carbon portion of PM2.5-PRI","","2.4215518760668","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Plymouth","023","Methane","GHG","2.414685","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Franklin","011","Nitrogen Oxides","CAP","2.41308","TON"
"Solvent - Graphic Arts","MA","25","Nantucket","019","Volatile Organic Compounds","CAP","2.4023","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Worcester","027","Elemental Carbon portion of PM2.5-PRI","","2.401744900004","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Barnstable","001","Sulfur Dioxide","CAP","2.393014","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Berkshire","003","Nitrogen Oxides","CAP","2.3874","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Franklin","011","Volatile Organic Compounds","CAP","2.38392","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","MA","25","Suffolk","025","Sulfur Dioxide","CAP","2.38291","TON"
"Mobile - Aircraft","MA","25","Hampshire","015","Elemental Carbon portion of PM2.5-PRI","","2.37647856610048","TON"
"Fuel Comb - Residential - Other","MA","25","Essex","009","Volatile Organic Compounds","CAP","2.3752","TON"
"Mobile - Commercial Marine Vessels","MA","25","Nantucket","019","PM10 Primary (Filt + Cond)","CAP","2.374698","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Suffolk","025","Volatile Organic Compounds","CAP","2.374422","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Essex","009","PM10 Primary (Filt + Cond)","CAP","2.3725626","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Worcester","027","PM10 Primary (Filt + Cond)","CAP","2.369956281","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Plymouth","023","PM10 Primary (Filt + Cond)","CAP","2.36219","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Berkshire","003","Organic Carbon portion of PM2.5-PRI","","2.360820977","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","25","Essex","009","Sulfur Dioxide","CAP","2.3601726156080000001233249818","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Worcester","027","Ammonia","CAP","2.357230455068","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Hampshire","015","Sulfur Dioxide","CAP","2.356468","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","25","Dukes","007","Elemental Carbon portion of PM2.5-PRI","","2.3561715831285176008671578552","TON"
"Fuel Comb - Residential - Other","MA","25","Nantucket","019","Nitrogen Oxides","CAP","2.35111","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Norfolk","021","Volatile Organic Compounds","CAP","2.3406","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Suffolk","025","Organic Carbon portion of PM2.5-PRI","","2.339751085602289","TON"
"Commercial Cooking","MA","25","Nantucket","019","Volatile Organic Compounds","CAP","2.328935","TON"
"Fires - Wildfires","MA","25","Franklin","011","PM2.5 Primary (Filt + Cond)","CAP","2.325278","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MA","25","Dukes","007","Ammonia","CAP","2.324762013","TON"
"Fires - Wildfires","MA","25","Hampden","013","Nitrogen Oxides","CAP","2.321356","TON"
"Mobile - Aircraft","MA","25","Middlesex","017","Sulfur Dioxide","CAP","2.3195728245","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Middlesex","017","Volatile Organic Compounds","CAP","2.31014","TON"
"Fuel Comb - Electric Generation - Coal","MA","25","Bristol","005","Ammonia","CAP","2.31","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","MA","25","Plymouth","023","Sulfur Dioxide","CAP","2.30916","TON"
"Mobile - Commercial Marine Vessels","MA","25","Nantucket","019","PM2.5 Primary (Filt + Cond)","CAP","2.303462","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Nantucket","019","PM10 Primary (Filt + Cond)","CAP","2.29342701","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","MA","25","Middlesex","017","Elemental Carbon portion of PM2.5-PRI","","2.2857010776","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Middlesex","017","PM2.5 Primary (Filt + Cond)","CAP","2.2792523","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","MA","25","Berkshire","003","Organic Carbon portion of PM2.5-PRI","","2.2688535835","TON"
"Miscellaneous Non-Industrial NEC","MA","25","Worcester","027","Elemental Carbon portion of PM2.5-PRI","","2.26847026","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Norfolk","021","Nitrogen Oxides","CAP","2.25908","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","MA","25","Essex","009","Elemental Carbon portion of PM2.5-PRI","","2.2514720076","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Nantucket","019","PM2.5 Primary (Filt + Cond)","CAP","2.25029824","TON"
"Fuel Comb - Residential - Wood","MA","25","Dukes","007","Ammonia","CAP","2.24781127","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","25","Plymouth","023","Sulfur Dioxide","CAP","2.243901163411000000123249","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Plymouth","023","PM2.5 Primary (Filt + Cond)","CAP","2.242458","TON"
"Mobile - Aircraft","MA","25","Norfolk","021","Elemental Carbon portion of PM2.5-PRI","","2.2393905739664","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Barnstable","001","Ammonia","CAP","2.23876034","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Hampden","013","PM10 Primary (Filt + Cond)","CAP","2.23781","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Norfolk","021","Organic Carbon portion of PM2.5-PRI","","2.2329758849992","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Bristol","005","PM2.5 Primary (Filt + Cond)","CAP","2.2316","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","25","Worcester","027","Sulfur Dioxide","CAP","2.225383109750000000123249","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Berkshire","003","Elemental Carbon portion of PM2.5-PRI","","2.220545841488","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","MA","25","Hampden","013","Ammonia","CAP","2.22049","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","MA","25","Franklin","011","Volatile Organic Compounds","CAP","2.21561","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Barnstable","001","PM10 Primary (Filt + Cond)","CAP","2.208627","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Plymouth","023","Sulfur Dioxide","CAP","2.197624697588","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","MA","25","Hampshire","015","Volatile Organic Compounds","CAP","2.197436","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Bristol","005","Organic Carbon portion of PM2.5-PRI","","2.196578211376984","TON"
"Fires - Prescribed Fires","MA","25","Berkshire","003","Sulfur Dioxide","CAP","2.193073","TON"
"Solvent - Industrial Surface Coating & Solvent Use","MA","25","Hampshire","015","Carbon Monoxide","CAP","2.186","TON"
"Mobile - Commercial Marine Vessels","MA","25","Norfolk","021","Sulfur Dioxide","CAP","2.178090259171","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Barnstable","001","Sulfur Dioxide","CAP","2.17725","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Bristol","005","Sulfur Dioxide","CAP","2.17624","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Dukes","007","Volatile Organic Compounds","CAP","2.16877196","TON"
"Dust - Paved Road Dust","MA","25","Plymouth","023","Elemental Carbon portion of PM2.5-PRI","","2.1676512","TON"
"Fires - Wildfires","MA","25","Hampshire","015","Methane","GHG","2.164464","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Dukes","007","Volatile Organic Compounds","CAP","2.15985","TON"
"Mobile - Aircraft","MA","25","Hampden","013","Organic Carbon portion of PM2.5-PRI","","2.14950384149796","TON"
"Dust - Paved Road Dust","MA","25","Hampden","013","Elemental Carbon portion of PM2.5-PRI","","2.145208","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Norfolk","021","Sulfur Dioxide","CAP","2.1403321068247","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Franklin","011","Nitrogen Oxides","CAP","2.13674","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Barnstable","001","PM2.5 Primary (Filt + Cond)","CAP","2.135498","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Hampshire","015","PM2.5 Primary (Filt + Cond)","CAP","2.130069","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Bristol","005","Carbon Monoxide","CAP","2.12753","TON"
"Fuel Comb - Residential - Other","MA","25","Norfolk","021","Volatile Organic Compounds","CAP","2.10643","TON"
"Fires - Wildfires","MA","25","Bristol","005","Organic Carbon portion of PM2.5-PRI","","2.09856181","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Bristol","005","Volatile Organic Compounds","CAP","2.0949","TON"
"Fuel Comb - Residential - Wood","MA","25","Suffolk","025","Sulfur Dioxide","CAP","2.0905","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Hampshire","015","PM10 Primary (Filt + Cond)","CAP","2.08956633","TON"
"Fires - Wildfires","MA","25","Middlesex","017","Carbon Monoxide","CAP","2.088955","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Worcester","027","Methane","GHG","2.078714204","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Norfolk","021","Sulfur Dioxide","CAP","2.07569","TON"
"Agriculture - Livestock Waste","MA","25","Hampden","013","Volatile Organic Compounds","CAP","2.069","TON"
"Waste Disposal","MA","25","Dukes","007","Elemental Carbon portion of PM2.5-PRI","","2.06252307","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Barnstable","001","PM2.5 Primary (Filt + Cond)","CAP","2.05213","TON"
"Fires - Wildfires","MA","25","Norfolk","021","Ammonia","CAP","2.049815","TON"
"Industrial Processes - Chemical Manuf","MA","25","Worcester","027","PM10 Primary (Filt + Cond)","CAP","2.04408","TON"
"Fuel Comb - Residential - Wood","MA","25","Nantucket","019","Nitrogen Oxides","CAP","2.03998277","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Franklin","011","PM10 Primary (Filt + Cond)","CAP","2.038572","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","25","Hampshire","015","Elemental Carbon portion of PM2.5-PRI","","2.035936105968808000867098","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Suffolk","025","Elemental Carbon portion of PM2.5-PRI","","2.029816","TON"
"Fires - Wildfires","MA","25","Essex","009","Sulfur Dioxide","CAP","2.029115","TON"
"Industrial Processes - NEC","MA","25","Hampshire","015","Sulfur Dioxide","CAP","2.0284","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Suffolk","025","Organic Carbon portion of PM2.5-PRI","","2.0281648352728","TON"
"Fuel Comb - Electric Generation - Biomass","MA","25","Worcester","027","Organic Carbon portion of PM2.5-PRI","","2.025130756","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","MA","25","Norfolk","021","Ammonia","CAP","2.02343","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Berkshire","003","Nitrogen Oxides","CAP","2.022861","TON"
"Industrial Processes - Chemical Manuf","MA","25","Bristol","005","PM2.5 Primary (Filt + Cond)","CAP","2.0179","TON"
"Industrial Processes - Chemical Manuf","MA","25","Bristol","005","PM10 Primary (Filt + Cond)","CAP","2.0179","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","25","Barnstable","001","Ammonia","CAP","2.0127583441216300000991817326","TON"
"Agriculture - Crops & Livestock Dust","MA","25","Hampden","013","Organic Carbon portion of PM2.5-PRI","","2.007558044","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","25","Norfolk","021","Sulfur Dioxide","CAP","2.003888183966000000123249","TON"
"Fuel Comb - Electric Generation - Coal","MA","25","Essex","009","Volatile Organic Compounds","CAP","2","TON"
"Fires - Wildfires","MA","25","Barnstable","001","Ammonia","CAP","1.989776","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Berkshire","003","Volatile Organic Compounds","CAP","1.9816498","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Hampshire","015","PM2.5 Primary (Filt + Cond)","CAP","1.97696633","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Norfolk","021","Organic Carbon portion of PM2.5-PRI","","1.9744808664","TON"
"Commercial Cooking","MA","25","Berkshire","003","Elemental Carbon portion of PM2.5-PRI","","1.972574548","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Middlesex","017","Ammonia","CAP","1.970108","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Norfolk","021","Organic Carbon portion of PM2.5-PRI","","1.967890681684374","TON"
"Mobile - Locomotives","MA","25","Franklin","011","Elemental Carbon portion of PM2.5-PRI","","1.96100736","TON"
"Agriculture - Livestock Waste","MA","25","Middlesex","017","Volatile Organic Compounds","CAP","1.955","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Plymouth","023","PM2.5 Primary (Filt + Cond)","CAP","1.95335","TON"
"Solvent - Industrial Surface Coating & Solvent Use","MA","25","Middlesex","017","Carbon Monoxide","CAP","1.9526","TON"
"Miscellaneous Non-Industrial NEC","MA","25","Essex","009","Elemental Carbon portion of PM2.5-PRI","","1.95141065","TON"
"Fuel Comb - Residential - Oil","MA","25","Franklin","011","Organic Carbon portion of PM2.5-PRI","","1.94601573028","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Suffolk","025","Sulfur Dioxide","CAP","1.92638","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","MA","25","Hampshire","015","Ammonia","CAP","1.910699","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Essex","009","Sulfur Dioxide","CAP","1.90894","TON"
"Waste Disposal","MA","25","Suffolk","025","Sulfur Dioxide","CAP","1.904470643","TON"
"Fuel Comb - Residential - Oil","MA","25","Dukes","007","Ammonia","CAP","1.9014734","TON"
"Mobile - Aircraft","MA","25","Bristol","005","Sulfur Dioxide","CAP","1.90011339","TON"
"Fuel Comb - Residential - Other","MA","25","Franklin","011","Carbon Monoxide","CAP","1.89879","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Bristol","005","Sulfur Dioxide","CAP","1.8884595","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Barnstable","001","PM10 Primary (Filt + Cond)","CAP","1.88695","TON"
"Miscellaneous Non-Industrial NEC","MA","25","Franklin","011","Nitrogen Oxides","CAP","1.886699","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Plymouth","023","PM10 Primary (Filt + Cond)","CAP","1.874016820704","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Plymouth","023","PM2.5 Primary (Filt + Cond)","CAP","1.874016752725","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Worcester","027","Sulfur Dioxide","CAP","1.87336","TON"
"Mobile - Aircraft","MA","25","Middlesex","017","Organic Carbon portion of PM2.5-PRI","","1.87096976587592","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Barnstable","001","Sulfur Dioxide","CAP","1.86285354893560000000113363","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Hampden","013","PM2.5 Primary (Filt + Cond)","CAP","1.8505","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Bristol","005","Ammonia","CAP","1.84995","TON"
"Waste Disposal","MA","25","Suffolk","025","PM10 Primary (Filt + Cond)","CAP","1.8485024","TON"
"Mobile - Aircraft","MA","25","Nantucket","019","Organic Carbon portion of PM2.5-PRI","","1.8458881354592","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Dukes","007","Volatile Organic Compounds","CAP","1.841979412","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","MA","25","Worcester","027","Sulfur Dioxide","CAP","1.83653","TON"
"Fires - Wildfires","MA","25","Plymouth","023","Nitrogen Oxides","CAP","1.831621","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Berkshire","003","PM10 Primary (Filt + Cond)","CAP","1.831209","TON"
